Base SKU,Shopify Store Product Handle,Title,Description,Cabinet Category,Cabinet Sub-Type,Product Weight (lbs),Price,Cost per item,Image Product Image URL,Cabinet Face Frame Type,Cabinet Doors Ct,Cabinet Drawer Ct,Cabinet False Drawer Ct,Cabinet Line,Cabinet Shelf Ct,Cabinet Trash Bin Ct,10x10 Kitchen Package,Cabinet Back Panel Details,Cabinet Bumper Details,Cabinet Door Details,Cabinet Door Hinge Details,Cabinet Door Hinge Ct,Cabinet Drawer Box Details,Cabinet Drawer Slide Details,Cabinet Face Frame Details,Cabinet Finish Details,Cabinet Interior Details,Cabinet Shelf Details,Cabinet Side Panel Details,Cabinet Assembly Video URL,BLUM Hardware Drawer Slides Upgrade Available,BLUM Hardware Drawer Slides Price,BLUM Cabinet Hinge Upgrade Available,BLUM Cabinet Hinge Upgrade Price,Cabinet Finish,Depth,Height,Width
SW-VSB24,seaport-white-vanity-sink-base-24-34-5-21,Seaport White Vanity Sink Base - 24w 34½h 21d,"Compact vanity sink base with the Seaport White Traditional Shaker Vanity Sink Base, 24″W x 34½″H x 21″D. Two doors with false drawer accommodate smaller vanity sinks perfectly. The 24″ width fits powder rooms while maintaining full functionality. Essential for bathrooms requiring space-efficient sink solutions.",Vanity,Vanity Bases,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/seaport-white-single-sink-vanity-base-cabinet-2-door-angled-view.jpg,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a1e6a50421bd410fa1ed95532b1300d6.mp4,,,,16.00 USD,white,21.0in,34.5in,24.0in
SW-VSB30,seaport-white-vanity-sink-base-30-34-5-21,Seaport White Vanity Sink Base - 30w 34½h 21d,"Standard vanity sink installation with the Seaport White Traditional Shaker Vanity Sink Base, 30″W x 34½″H x 21″D. Popular width accommodates most vanity sinks with false drawer maintaining aesthetics. Two doors provide plumbing access while preserving storage capability. Foundation piece for traditional bathroom designs with single sinks.",Vanity,Vanity Bases,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/seaport-white-single-sink-vanity-base-cabinet-2-door-angled-view.jpg,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a1e6a50421bd410fa1ed95532b1300d6.mp4,,,,16.00 USD,white,21.0in,34.5in,30.0in
SW-VSB36,seaport-white-vanity-sink-base-36-34-5-21,Seaport White Vanity Sink Base - 36w 34½h 21d,"Generous vanity sink base with the Seaport White Traditional Shaker Vanity Sink Base, 36″W x 34½″H x 21″D. Extended width fits larger sinks or provides extra storage around standard models. False drawer front maintains design continuity across vanity face. Perfect for master bathrooms requiring substantial sink area and storage.",Vanity,Vanity Bases,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/seaport-white-single-sink-vanity-base-cabinet-2-door-angled-view.jpg,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a1e6a50421bd410fa1ed95532b1300d6.mp4,,,,16.00 USD,white,21.0in,34.5in,36.0in
SW-VSD3021L,seaport-white-vanity-sink-drawer-left-30-34-5-21,Seaport White Vanity Sink & Drawer Left - 30w 34½h 21d,"Smart single-sink solution with the Seaport White Traditional Shaker Vanity Sink &amp; Drawer Combo Left, 30″W x 34½″H x 21″D. Left-side door with right-side drawer bank provides organized storage around single sink cutout. Two drawers offer convenient storage while door conceals plumbing on opposite side. False drawer front maintains visual continuity across the sink area. Efficient design maximizing both drawer convenience and cabinet storage.",Vanity,Vanity Bases,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/seaport-white-single-sink-vanity-base-cabinet-1-door-2-drawers-left-angled-view.jpg,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,"5/8” Solid Wood, Dovetail Construction",18in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/91346d86eee94a5ca90687a9fdcf2b51.mp4,,48.00 USD,,8.00 USD,white,21.0in,34.5in,30.0in
SW-VSD3621L,seaport-white-vanity-sink-drawer-left-36-34-5-21,Seaport White Vanity Sink & Drawer Left - 36w 34½h 21d,"Spacious sink and storage combination with the Seaport White Traditional Shaker Vanity Sink &amp; Drawer Left, 36″W x 34½″H x 21″D. Two doors provide ample cabinet storage while left-side drawer bank adds organization. The 36″ width accommodates larger sinks while maintaining drawer functionality. False drawer spans sink area preserving clean cabinet lines. Balanced storage solution for bathrooms requiring both drawers and door access.",Vanity,Vanity Bases,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/seaport-white-single-sink-vanity-base-cabinet-2-door-2-drawers-left-angled-view.jpg,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,"5/8” Solid Wood, Dovetail Construction",18in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/91346d86eee94a5ca90687a9fdcf2b51.mp4,,48.00 USD,,16.00 USD,white,21.0in,34.5in,36.0in
SW-VSD3021R,seaport-white-vanity-sink-drawer-right-30-34-5-21,Seaport White Vanity Sink & Drawer Right - 30w 34½h 21d,"Right-hand sink and drawer combo with the Seaport White Traditional Shaker Vanity Sink &amp; Drawer Right, 30″W x 34½″H x 21″D. Right-side door with left-side drawer bank provides organized storage around sink. Two drawers offer convenient access while door conceals plumbing efficiently. Smart design maximizing both drawer convenience and cabinet functionality.",Vanity,Vanity Bases,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/seaport-white-single-sink-vanity-base-cabinet-1-door-2-drawers-right-angled-view.jpg,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,"5/8” Solid Wood, Dovetail Construction",18in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/91346d86eee94a5ca90687a9fdcf2b51.mp4,,48.00 USD,,8.00 USD,white,21.0in,34.5in,30.0in
SW-VSD3621R,seaport-white-vanity-sink-drawer-right-36-34-5-21,Seaport White Vanity Sink & Drawer Right - 36w 34½h 21d,"Expanded right-hand combo with the Seaport White Traditional Shaker Vanity Sink &amp; Drawer Right, 36″W x 34½″H x 21″D. Wider format with right door and left drawers provides generous storage. The 36″ width accommodates larger sinks while maintaining drawer organization. Ideal for bathrooms requiring asymmetric storage with right-hand preference.",Vanity,Vanity Bases,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/seaport-white-single-sink-vanity-base-cabinet-2-door-2-drawers-right-angled-view.jpg,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,"5/8” Solid Wood, Dovetail Construction",18in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/91346d86eee94a5ca90687a9fdcf2b51.mp4,,48.00 USD,,16.00 USD,white,21.0in,34.5in,36.0in
SW-WC0630,seaport-white-vertical-wine-bottle-shelves-6-30-12,Seaport White Vertical Wine Bottle Shelves - 6w 30h 12d,"Turn the narrow space beside a wall cabinet into a mini wine gallery. At just 6"" wide and 30"" tall, it keeps five favorites in sight and ready—from weeknight pours to weekend toasts. The White finish ties in with your Seaport cabinetry so storage becomes part of the design.",Cabinet Organizer,Kitchen Cabinet Organizers,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/WC0630_7bd89674-e004-4ac7-a5af-fc9ad91644f6.png,,,,,Seaport,,,,,,,,,,,,"19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",,,,,,white,12.0in,30.0in,6.0in
SW-WC0636,seaport-white-vertical-wine-bottle-shelves-6-36-12,Seaport White Vertical Wine Bottle Shelves - 6w 36h 12d,"Host-ready and space-smart, this 36"" vertical rack turns a narrow gap into your private tasting list. Six bottles line up in a clean column so you can scan labels at a glance. Finished in White to blend seamlessly with Seaport, it looks designed in—not added on.",Cabinet Organizer,Kitchen Cabinet Organizers,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/WC0636_8785e590-7092-42cc-bdfe-5663868ca4aa.png,,,,,Seaport,,,,,,,,,,,,"19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",,,,,,white,12.0in,36.0in,6.0in
SW-WC0642,seaport-white-vertical-wine-bottle-shelves-6-42-12,Seaport White Vertical Wine Bottle Shelves - 6w 42h 12d,"Make your collection a feature. This 42"" rack creates a striking column of seven bottles—perfect for tall, modern lines in tight spaces. The slim 6"" profile and White finish integrate with Seaport cabinetry, turning an overlooked spot into a designer moment.",Cabinet Organizer,Kitchen Cabinet Organizers,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/WC0642_ee582df8-a536-4353-9c82-573459eb9488.png,,,,,Seaport,,,,,,,,,,,,"19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",,,,,,white,12.0in,42.0in,6.0in
SW-WAE1230,seaport-white-wall-angle-corner-12-30-12,Seaport White Wall Angle Corner - 12w 30h 12d,"Corner efficiency maximized with the Seaport White Traditional Shaker Wall Angle End Cabinet, 12″W x 30″H x 12″D. Angled double doors provide unique access to corner storage areas. Two adjustable shelves organize items in typically hard-to-reach corner spaces. Specialized design eliminates blind corners in upper cabinet installations. Smart corner solution offering full visibility and accessibility.",Wall Cabinet,Corner Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/WAE1230_002_3dline_ef695d6d-6ff6-43f8-83ff-93707a1dec8e.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 45° Angle End Cabinets, 110° Opening, Overlay, Screw-On",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/dae5a836425248a297802da8b2ae8d23.mp4,,,,,white,12.0in,30.0in,12.0in
SW-WAE1236,seaport-white-wall-angle-corner-12-36-12,Seaport White Wall Angle Corner - 12w 36h 12d,"Corner access solution with the Seaport White Traditional Shaker Wall Angle End Cabinet, 12″W x 36″H x 12″D. Angled double doors provide direct corner access with increased height. Two adjustable shelves organize corner contents efficiently. Enhanced corner solution offering improved visibility and accessibility at extended height.",Wall Cabinet,Corner Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/WAE1236_002_3dline_881987a9-bfd1-4718-ab48-d2ddbf6c5fb7.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 45° Angle End Cabinets, 110° Opening, Overlay, Screw-On",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/dae5a836425248a297802da8b2ae8d23.mp4,,,,,white,12.0in,36.0in,12.0in
SW-WAE1242,seaport-white-wall-angle-corner-12-42-12,Seaport White Wall Angle Corner - 12w 42h 12d,"Tall corner access with the Seaport White Traditional Shaker Wall Angle End Cabinet, 12″W x 42″H x 12″D. Extra-tall angled design provides corner storage to ceiling height. Three adjustable shelves organize corner contents across four levels. Premium corner solution utilizing full vertical space efficiently.",Wall Cabinet,Corner Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/WAE1242_002_3dline_00b9d738-ce79-4310-bfab-0caf16d176ed.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 45° Angle End Cabinets, 110° Opening, Overlay, Screw-On",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/dae5a836425248a297802da8b2ae8d23.mp4,,,,,white,12.0in,42.0in,12.0in
SW-W1230,seaport-white-wall-cabinet-12-30-12,Seaport White Wall Cabinet - 12w 30h 12d,"Classic wall storage with the Seaport White Traditional Shaker Wall Cabinet, 12″W x 30″H x 12″D. Single door with two adjustable shelves provides organized vertical storage. The narrow 12″ width fits tight spaces while offering surprising capacity. Perfect for spices, medicines, or filling gaps between larger cabinets.",Wall Cabinet,Wall Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/W1230_0762b4ad-1c9a-4583-9d98-2dea5f808c49.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,8.00 USD,white,12.0in,30.0in,12.0in
SW-W1530,seaport-white-wall-cabinet-15-30-12,Seaport White Wall Cabinet - 15w 30h 12d,"Narrow standard storage with the Seaport White Traditional Shaker Wall Cabinet, 15″W x 30″H x 12″D. Increased width over 12″ models provides better accessibility. Two adjustable shelves create organized storage in compact footprint. Essential for kitchens requiring incremental storage solutions.",Wall Cabinet,Wall Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/W1530_e2bf4fe5-6916-407c-8c73-0069103d9b63.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,8.00 USD,white,12.0in,30.0in,15.0in
SW-W1830,seaport-white-wall-cabinet-18-30-12,Seaport White Wall Cabinet - 18w 30h 12d,"Maximize kitchen storage with the Seaport White Traditional Shaker Wall Cabinet, 18″W x 30″H x 12″D. This single-door cabinet includes two adjustable shelves, ideal for dishes, glassware, spices, or specialty items. Perfect for narrow spaces, filler areas, and end runs. Built for durability with a timeless traditional shaker design that enhances classic and transitional kitchens. Available ready-to-assemble or pre-assembled, with optional glass door, and interior finished to match.",Wall Cabinet,Wall Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/W1830_4d9fabc8-a1a1-452b-b6ba-6e1f2fe500fa.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,8.00 USD,white,12.0in,30.0in,18.0in
SW-W2130,seaport-white-wall-cabinet-21-30-12,Seaport White Wall Cabinet - 21w 30h 12d,"Balanced wall storage with the Seaport White Traditional Shaker Wall Cabinet, 21″W x 30″H x 12″D. Standard height with increased width provides generous storage capacity. Two adjustable shelves accommodate various item sizes efficiently. Ideal for kitchens requiring substantial storage in traditional proportions.",Wall Cabinet,Wall Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/W2130_9ef1f9ef-c35f-4189-b02a-9f1de6d5d18d.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,8.00 USD,white,12.0in,30.0in,21.0in
SW-W0930,seaport-white-wall-cabinet-9-30-12,Seaport White Wall Cabinet - 9w 30h 12d,"Ultra-narrow wall storage with the Seaport White Traditional Shaker Slim Wall Cabinet, 9″W x 30″H x 12″D. Single door design maximizes access in extremely tight spaces where every inch counts. Two adjustable shelves provide three storage levels despite minimal footprint. Perfect for spice storage, medicine cabinets, or filling awkward gaps between appliances. Space-saving miracle that proves even 9 inches can deliver functional storage.",Wall Cabinet,Wall Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/W0930_b24ec649-03e2-48b9-9afd-800f70780529.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,8.00 USD,white,12.0in,30.0in,9.0in
SW-PGDW1215,seaport-white-wall-cabinet-with-glass-door-12-15-12,Seaport White Wall Cabinet with Glass Door - 12w 15h 12d,"The coffee bar cabinet you've been dreaming of. This compact wall cabinet with glass door puts your morning essentials on display—mugs lined up like soldiers, that expensive coffee gear you're proud of, or the tea collection that's gotten out of hand. The Seaport White finish with tempered glass door means everything stays dust-free and Instagram-ready. Perfect height for grabbing your favorite mug without the morning climb.",Wall Cabinet,Glass-Front Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/GDW1215_24b19c48-6e28-4c75-8def-2bb935649eb1.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with tempered glass center.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",Painted to Match Exterior Finish; includes shelves & all visible interior surfaces.,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,8.00 USD,white,12.0in,15.0in,12.0in
SW-PGDW1515,seaport-white-wall-cabinet-with-glass-door-15-15-12,Seaport White Wall Cabinet with Glass Door - 15w 15h 12d,"The sweet spot for spice collections. This square cabinet with glass door creates the perfect display case for your culinary arsenal—spices arranged by color, oils and vinegars that cost more than dinner out, or that growing collection of artisan salts. The Seaport White frame makes even everyday seasonings look special.",Wall Cabinet,Glass-Front Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/GDW1515_41b70e6c-3d6f-4830-aa49-d8a5dc34f236.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with tempered glass center.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",Painted to Match Exterior Finish; includes shelves & all visible interior surfaces.,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,8.00 USD,white,12.0in,15.0in,15.0in
SW-PGDW1530,seaport-white-wall-cabinet-with-glass-door-15-30-12,Seaport White Wall Cabinet with Glass Door - 15w 30h 12d,"Your cookbook library finally has a home. This mid-height cabinet puts your collection on display while keeping pages pristine—no more sauce splatters on your grandmother's recipes. The glass door shows off colorful spines while protecting them from kitchen chaos. Room for cookbooks on top, serving pieces below.",Wall Cabinet,Glass-Front Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/GDW1530_91a584e8-64c5-49ae-9b1d-aff631957269.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with tempered glass center.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",Painted to Match Exterior Finish; includes shelves & all visible interior surfaces.,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,8.00 USD,white,12.0in,30.0in,15.0in
SW-PGDW1536,seaport-white-wall-cabinet-with-glass-door-15-36-12,Seaport White Wall Cabinet with Glass Door - 15w 36h 12d,"The cabinet that makes you look like you have it together. This tall glass-front beauty displays complete dinnerware sets, graduated mixing bowls, or that glassware collection you've been building. Three shelves mean everything has its place—and everyone can see how organized you are.",Wall Cabinet,Glass-Front Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/GDW1536_c9ba8ebc-7728-4bc7-b78a-ca6b4bb5067e.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with tempered glass center.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",Painted to Match Exterior Finish; includes shelves & all visible interior surfaces.,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a724c0e578034f0fa6697703897b3006.mp4,,,,8.00 USD,white,12.0in,36.0in,15.0in
